web-scraper-order,web-scraper-start-url,name_product,discount_product,price_product
"1703601126-40","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Cotton Underwire T-Shirt Bra, Pack of 2","-17%","$24.90"
"1703601126-41","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic-Fit 100% Cotton Long-Sleeve V-Neck T-Shirt","-16%","$17.10"
"1703601126-42","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Lightweight Long-Sleeve V-Neck Tunic Sweater (Available in Plus Size)","-20%","$26.90"
"1703601126-43","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Waisted Maxi Dress (Available in Plus Size)","-38%","$26.00"
"1703601126-44","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Lightweight Water-Resistant Packable Puffer Vest","-27%","$47.50"
"1703601126-45","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Shearling Mule","-20%","$34.90"
"1703601126-46","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Fisherman Cable Turtleneck Sweater (Available in Plus Size)","-20%","$39.90"
"1703601126-47","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Short-Sleeve Maxi Dress","-27%","$22.10"
"1703601126-48","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Slim-Fit Camisole, Pack of 4","-20%","$24.90"
"1703601126-49","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Chunky Beanie with Yarn Pom","-16%","$17.10"
"1703601126-50","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Slim-Fit Short-Sleeve Crewneck T-Shirt, Pack of 2","-16%","$19.00"
"1703601126-51","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Bi-Stretch Skinny Ankle Pant (Available in Plus Size)","-40%","$29.90"
"1703601126-52","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Amazon Essentials Sterling Silver Round Cut Garnet Birthstone Pendant Necklace (January), 18""","-50%","$43.00"
"1703601126-53","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic-Fit Long-Sleeve Quarter-Zip Polar Fleece Pullover Jacket (Available in Plus Size)","-40%","$29.90"
"1703601126-54","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Thong Sandal","-17%","$14.40"
"1703601126-55","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's 100% Cotton Long-Sleeve V-Neck Sweater","-20%","$29.90"
"1703601126-56","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's 100% Cotton Crewneck Cable Sweater","-20%","$34.90"
"1703601126-57","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Cotton Midi Brief Underwear (Available in Plus Size), Pack of 6","-37%","$17.10"
"1703601126-58","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Lightweight V-Neck Cardigan Sweater (Available in Plus Size)","-20%","$22.90"
"1703601126-59","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic T-Shirt Bra","-40%","$15.90"
"1703601126-60","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Long-Sleeve Turtleneck (Available in Plus Size)","-30%","$19.90"
"1703601126-61","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Cotton High Waisted Underwear (Available in Plus Size), Pack of 6","-16%","$19.00"
"1703601126-62","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Performance Cotton Cushioned Athletic Ankle Socks, 6 Pairs","-37%","$19.00"
"1703601126-63","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","womens Flannel Sleep Pant (Available in Plus Size)","-16%","$14.20"
"1703601126-64","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Clog","-27%","$33.20"
"1703601126-65","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Sherpa Long-Sleeve Mock Neck Full-Zip Jacket with Woven Trim (Available in Plus Size)","-30%","$49.90"
"1703601126-66","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Belice Ballet Flat","-16%","$23.70"
"1703601126-67","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Open-Neck Fleece Tunic Sweatshirt","-30%","$24.90"
"1703601126-68","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Stainless Steel Rounded Tube Hoop Earrings (40mm)","-37%","$14.20"
"1703601126-69","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Slim-Fit Thin Strap Tank, Pack of 2","-16%","$17.10"
"1703601126-70","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic-Fit Sleeveless Polar Soft Fleece Vest (Available in Plus Size)","-40%","$24.90"
"1703601126-71","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Short-Sleeve Waisted Maxi Dress (Available in Plus Size)","-37%","$28.50"
"1703601126-72","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Brushed Tech Stretch Long-Sleeve Crewneck Shirt (Available in Plus Size)","-37%","$20.90"
"1703601126-73","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic-Fit Cape Sleeve Open Crewneck T-Shirt","-37%","$16.10"
"1703601126-74","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Long-Sleeve Crewneck Smocked Cuff T-Shirt","-16%","$19.00"
"1703601126-75","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Classic-Fit Long-Sleeve Button-Down Poplin Shirt","-20%","$24.90"
"1703601126-76","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Slim-Fit Half Sleeve Square Neck T-Shirt","-20%","$16.90"
"1703601126-77","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Sterling Silver or Gold plated Lightweight Paddle Back Hoop Earrings","-37%","$27.60"
"1703601126-78","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's French Terry Fleece Sleeve Detail Crewneck Sweatshirt","-20%","$24.90"
"1703601126-79","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Sherpa-Lined Fleece Full-Zip Hooded Jacket (Available in Plus Size)","-20%","$36.90"
"1703601126-80","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Disney | Marvel | Star Wars | Princess Women's Fleece Pullover Hoodie Sweatshirts (Available in Plus Size)","-27%","$33.20"
"1703601126-81","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Lightweight Long-Sleeve Cable Crewneck Sweater (Available in Plus Size)","-20%","$24.90"
"1703601126-82","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Cotton High Leg Brief Underwear (Available in Plus Size), Multipacks","-30%","$15.90"
"1703601126-83","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Slim-Fit 3/4 Sleeve Solid Boat Neck T-Shirt","-20%","$14.90"
"1703601126-84","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's High-Rise Skinny Jean","-20%","$34.90"
"1703601126-85","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Short-Sleeve Scoop Neck Swing Dress (Available in Plus Size)","-37%","$19.00"
"1703601126-86","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Fleece Capri Jogger Sweatpant (Available in Plus Size)","-40%","$33.32"
"1703601126-87","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Relaxed-Fit Half Zip Tunic Sweatshirt (Available in Plus Size)","-40%","$44.90"
"1703601126-88","https://www.amazon.com/deal/86d87894/?_encoding=UTF8&pd_rd_i=B09V7TTTFP&pd_rd_w=A20hk&content-id=amzn1.sym.247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_p=247f868f-3720-422e-9fff-e8f65c45c6fe&pf_rd_r=ERVFPZPFWNVYY3Q57WBJ&pd_rd_wg=6N6L1&pd_rd_r=0393f4a8-2dc2-4cdf-8d60-ca1030d8bbdc&pageNum=1&sortOption=relevanceblender","Women's Brushed Tech Stretch Jogger Pant (Available in Plus Size)","-37%","$26.70"
